Date,Service Category,Marketing Channel,Season,Customer Type,Ad Spend,Conversions,Daily Revenue
2024-05-19,HVAC Repair,Yelp,Spring,Returning,151.56,2,99.01
2024-07-10,HVAC Repair,Referral,Fall,New,58.66,4,156.25
2024-12-11,Cleaning,Referral,Winter,Returning,161.18,6,44.96
2024-11-25,Plumbing,Flyers,Fall,New,128.21,3,129.19
2024-07-17,Electrician,Google,Fall,Returning,179.47,8,152.44
2025-03-03,Electrician,Yelp,Fall,Returning,188.7,7,258.44
2025-02-21,Plumbing,Yelp,Summer,Returning,169.56,9,317.02
2025-03-22,Plumbing,Google,Fall,Returning,195.75,6,242.21
2024-05-05,Electrician,Google,Spring,Returning,13.64,1,40.23
2024-10-22,Plumbing,Google,Summer,Returning,11,2,46.76
2024-11-12,HVAC Repair,Referral,Fall,New,59.51,3,56.41
2024-12-06,Plumbing,Flyers,Winter,Returning,24.32,9,81.84
2024-12-19,Electrician,Yelp,Winter,New,27.81,6,55.47
2024-05-22,Cleaning,Google,Spring,Returning,154.8,9,185.62
2024-06-27,Plumbing,Flyers,Summer,Returning,141.61,7,37.22
2025-01-09,Cleaning,Yelp,Spring,Returning,127.5,4,107.44
2025-02-01,Electrician,Referral,Summer,Returning,95.78,6,252.97
2024-05-26,Plumbing,Google,Spring,Returning,149.51,10,466.31
2024-05-04,HVAC Repair,Yelp,Spring,New,186.6,7,307.27
2024-05-02,Cleaning,Referral,Spring,New,31.48,2,97.05
2024-06-30,Electrician,Google,Summer,New,177.51,4,129.95
2024-08-24,Electrician,Flyers,Winter,Returning,104.24,9,361.79
2024-11-18,Cleaning,Referral,Fall,New,113.44,3,101.56
2025-04-06,Electrician,Flyers,Winter,Returning,57.22,1,21.08
2025-03-24,HVAC Repair,Google,Fall,New,142.39,3,140.24
2024-09-10,HVAC Repair,Referral,Spring,New,182.62,8,73.27
2024-10-25,Plumbing,Referral,Summer,Returning,174.17,5,243.25
2024-07-13,Plumbing,Referral,Fall,Returning,96.17,2,85.69
2024-10-28,Plumbing,Yelp,Summer,New,124.91,8,283.96
2024-09-25,Electrician,Referral,Spring,Returning,134.16,6,54.49
2024-12-25,HVAC Repair,Flyers,Winter,New,101.32,1,48.24
2024-07-29,HVAC Repair,Yelp,Fall,New,89.31,7,210.63
2024-05-24,Electrician,Yelp,Spring,Returning,45.19,2,91.44
2024-10-18,Cleaning,Google,Summer,Returning,168.66,4,90.75
2025-02-14,Electrician,Yelp,Summer,New,50.59,6,135.72
2024-10-26,Electrician,Google,Summer,New,111.05,1,31.39
2024-10-08,HVAC Repair,Yelp,Summer,Returning,86.62,5,37.89
2024-05-14,Plumbing,Google,Spring,New,88.62,2,47.46
2024-11-26,HVAC Repair,Flyers,Fall,New,104.87,4,165.44
2024-07-13,HVAC Repair,Google,Fall,Returning,46.23,10,365.01
2025-03-05,Electrician,Google,Fall,Returning,152.74,4,20.57
2024-11-20,Cleaning,Flyers,Fall,New,31.03,3,126.46
2024-12-02,Cleaning,Referral,Winter,Returning,22.2,6,135.36
2025-01-28,Plumbing,Yelp,Spring,Returning,179.96,9,365.47
2024-05-03,Plumbing,Flyers,Spring,New,28.43,2,33.25
2024-07-21,Plumbing,Yelp,Fall,New,163.47,7,175.5
2024-07-10,Electrician,Flyers,Fall,Returning,144.48,5,231.75
2025-04-09,HVAC Repair,Flyers,Winter,New,144.11,10,56.07
2024-09-06,Electrician,Google,Spring,New,164.1,7,128.55
2025-01-28,HVAC Repair,Referral,Spring,New,86.34,5,46.16
2024-05-04,Cleaning,Yelp,Spring,New,196.33,10,294.33
2025-01-02,Cleaning,Referral,Spring,Returning,176.05,9,183.77
2025-01-16,Electrician,Referral,Spring,New,42.66,3,145.3
2024-05-25,Electrician,Google,Spring,Returning,130.92,8,279.42
2024-09-16,Plumbing,Google,Spring,Returning,27.57,1,22.05
2025-04-03,Cleaning,Referral,Winter,Returning,118.3,1,12.14
2025-01-27,Cleaning,Yelp,Spring,Returning,199.54,8,225.62
2024-08-31,Electrician,Referral,Winter,New,28.09,3,99.57
2025-04-08,Electrician,Flyers,Winter,Returning,73.46,3,116.97
2024-07-08,HVAC Repair,Yelp,Fall,Returning,194.35,8,360.46
2024-08-28,Plumbing,Referral,Winter,New,184.76,1,17.08
2025-01-22,Plumbing,Flyers,Spring,Returning,64.48,4,158.23
2024-08-28,Plumbing,Yelp,Winter,Returning,166.81,2,22.54
2024-05-21,Cleaning,Referral,Spring,New,141.47,10,402.89
2024-11-30,Electrician,Flyers,Fall,New,54.85,10,180.51
2024-11-29,Cleaning,Referral,Fall,New,81.31,5,94.08
2025-03-21,HVAC Repair,Yelp,Fall,New,83.78,10,327.66
2025-02-20,HVAC Repair,Google,Summer,New,131.72,6,255.04
2025-03-11,Plumbing,Yelp,Fall,New,15.34,10,194.27
2024-10-17,HVAC Repair,Referral,Summer,New,78.54,2,30.3
2024-08-30,Electrician,Yelp,Winter,Returning,155.17,5,121.25
2025-01-10,Cleaning,Yelp,Spring,Returning,117.68,9,197.78
2025-04-03,Cleaning,Flyers,Winter,New,74.42,9,62
2025-04-16,Cleaning,Referral,Winter,Returning,105.99,5,155.58
2024-06-06,Electrician,Yelp,Summer,Returning,161.73,2,46.14
2024-10-08,HVAC Repair,Referral,Summer,New,53.13,2,49.82
2024-07-16,Plumbing,Google,Fall,New,18.71,9,411.11
2024-11-18,HVAC Repair,Flyers,Fall,Returning,117.35,5,124.85
2025-03-26,Cleaning,Referral,Fall,New,47.75,8,349.49
2025-04-11,Electrician,Flyers,Winter,Returning,144.52,3,33.26
2024-11-04,Cleaning,Google,Fall,New,166.46,8,298.08
2024-12-21,Cleaning,Yelp,Winter,Returning,18.34,7,274.65
2025-03-13,Cleaning,Yelp,Fall,Returning,105.38,3,144.05
2024-09-07,Cleaning,Flyers,Spring,New,135.71,9,268.47
2024-09-18,Electrician,Yelp,Spring,Returning,65.23,1,6.32
2025-03-04,Cleaning,Referral,Fall,New,157.39,2,24.31
2025-03-13,Electrician,Referral,Fall,New,17.44,9,362.06
2024-10-20,Electrician,Referral,Summer,New,178.9,7,223.15
2024-12-16,Cleaning,Referral,Winter,Returning,144.63,1,18.42
2024-10-19,Plumbing,Google,Summer,Returning,169.24,4,173.38
2024-12-08,Plumbing,Flyers,Winter,Returning,108.61,3,52.95
2024-08-20,Cleaning,Google,Winter,Returning,129.83,6,152.21
2024-11-18,Cleaning,Google,Fall,New,45.04,4,64.55
2025-02-27,Plumbing,Google,Summer,Returning,25.13,3,45.88
2024-09-11,Plumbing,Yelp,Spring,New,45.28,10,490.2
2024-09-28,HVAC Repair,Flyers,Spring,New,14.03,2,18.28
2024-07-16,HVAC Repair,Referral,Fall,Returning,25.46,2,88.44
2024-09-21,Electrician,Yelp,Spring,New,119.69,1,42.36
2024-07-23,Plumbing,Flyers,Fall,New,170.76,1,22.85
2025-03-17,Plumbing,Flyers,Fall,New,142.75,6,162.29
2024-06-16,HVAC Repair,Yelp,Summer,Returning,46.62,2,90
2025-01-31,HVAC Repair,Google,Spring,Returning,166.38,4,199.91
2024-09-30,HVAC Repair,Google,Spring,New,32.47,7,141.22
2024-10-03,Electrician,Yelp,Summer,Returning,144.48,8,363.64
2025-02-15,Cleaning,Flyers,Summer,New,109.86,10,173.57
2024-08-04,Cleaning,Google,Winter,Returning,127.67,3,85.29
2024-09-22,HVAC Repair,Yelp,Spring,Returning,159.78,10,221.98
2024-06-06,HVAC Repair,Referral,Summer,Returning,31.99,9,181.87
2025-04-25,HVAC Repair,Google,Winter,New,110.15,3,84.45
2025-04-04,Electrician,Referral,Winter,Returning,96.42,6,38.45
2024-10-22,Plumbing,Flyers,Summer,New,186.49,2,28.5
2024-07-31,Plumbing,Referral,Fall,Returning,81.66,4,198.94
2024-07-07,Cleaning,Google,Fall,Returning,52.87,6,175.59
2024-10-29,Electrician,Referral,Summer,New,106.68,1,23.34
2025-01-27,HVAC Repair,Google,Spring,Returning,67.85,7,226.92
2024-06-10,Cleaning,Flyers,Summer,New,40.3,6,191.96
2024-05-13,Cleaning,Flyers,Spring,New,83.26,4,36.61
2024-05-26,HVAC Repair,Yelp,Spring,Returning,43.41,8,116.3
2024-09-13,Plumbing,Flyers,Spring,New,127.77,2,73.58
2024-10-27,Cleaning,Flyers,Summer,Returning,22.16,10,354.25
2025-03-12,Electrician,Yelp,Fall,New,67.43,8,60.29
2024-07-12,Cleaning,Google,Fall,New,18.11,10,142.71
2025-04-30,HVAC Repair,Flyers,Winter,New,90.52,10,291.4
2024-06-30,Plumbing,Referral,Summer,New,42.19,6,285.54
2024-07-06,Electrician,Referral,Fall,New,131.81,5,45.8
2025-02-27,Cleaning,Flyers,Summer,New,173.56,4,62.09
2024-06-27,Cleaning,Google,Summer,Returning,159.41,8,321.48
2024-12-13,Plumbing,Referral,Winter,Returning,136.28,4,37.23
2024-07-13,Cleaning,Flyers,Fall,Returning,165.84,1,32.21
2025-01-09,HVAC Repair,Google,Spring,Returning,158.29,4,69.85
2024-10-15,HVAC Repair,Yelp,Summer,Returning,141.07,9,374.48
2024-05-23,Plumbing,Flyers,Spring,New,197.56,3,118.92
2024-08-29,Plumbing,Referral,Winter,Returning,136.91,2,81.06
2024-08-15,HVAC Repair,Referral,Winter,New,67.48,5,27.6
2025-03-26,Cleaning,Google,Fall,New,33.45,10,475.87
2025-04-27,Cleaning,Referral,Winter,Returning,115.63,3,104.97
2025-04-08,Electrician,Referral,Winter,Returning,23.2,8,355.74
2025-02-23,HVAC Repair,Flyers,Summer,New,24.89,2,27.13
2024-12-15,Plumbing,Google,Winter,New,133.77,9,239.47
2024-08-23,HVAC Repair,Flyers,Winter,Returning,26.41,7,210.52
2025-04-21,Electrician,Yelp,Winter,Returning,14.12,4,32.35
2024-11-20,Electrician,Flyers,Fall,Returning,96.25,10,163.16
2025-02-03,Plumbing,Flyers,Summer,Returning,25.65,3,68.62
2024-11-27,Plumbing,Yelp,Fall,Returning,129.05,10,435.24
2025-02-25,Electrician,Referral,Summer,New,167.75,9,150.39
2025-01-19,HVAC Repair,Google,Spring,Returning,74.57,2,87.32
2024-12-16,Plumbing,Google,Winter,Returning,108.59,7,102.67
2024-06-16,HVAC Repair,Flyers,Summer,Returning,108.91,3,109
2025-01-08,Cleaning,Flyers,Spring,New,96.8,5,230.16
2024-10-02,HVAC Repair,Flyers,Summer,New,194.08,3,82.39
2024-07-15,HVAC Repair,Referral,Fall,Returning,40.01,1,8.29
2024-07-29,Cleaning,Yelp,Fall,Returning,168.57,7,68.76
2024-09-27,HVAC Repair,Flyers,Spring,New,83.52,9,202.48
2024-09-08,Plumbing,Flyers,Spring,Returning,152.67,6,97.79
2024-08-30,Electrician,Referral,Winter,New,136.49,7,277.42
2024-11-23,HVAC Repair,Yelp,Fall,Returning,148.73,9,135.51
2025-01-09,Cleaning,Referral,Spring,New,23.78,3,117.09
2024-10-10,Cleaning,Flyers,Summer,Returning,55.66,1,21.87
2024-11-06,Plumbing,Flyers,Fall,New,81.33,2,18.97
2025-03-23,HVAC Repair,Google,Fall,Returning,21.92,4,79.72
2024-12-01,Electrician,Yelp,Winter,New,198.16,1,10.69
2024-06-02,Cleaning,Google,Summer,Returning,154.48,6,135.5
2024-07-25,Electrician,Google,Fall,Returning,125.86,6,71.73
2024-08-15,Electrician,Google,Winter,Returning,131.17,5,62.88
2025-01-01,Cleaning,Yelp,Spring,New,84.51,8,167.39
2025-01-25,Plumbing,Flyers,Spring,New,121.31,8,281.54
2024-06-17,Plumbing,Google,Summer,Returning,134.39,4,138.43
2025-02-13,Plumbing,Flyers,Summer,Returning,38.52,3,81.02
2025-04-08,HVAC Repair,Flyers,Winter,Returning,35.41,6,35.86
2024-10-30,HVAC Repair,Yelp,Summer,New,79.03,6,122.25
2024-10-24,Cleaning,Referral,Summer,New,115.05,8,181.4
2025-03-31,Plumbing,Flyers,Fall,Returning,145.06,7,264.31
2024-10-05,Electrician,Yelp,Summer,Returning,45.72,8,331.18
2025-02-22,Cleaning,Google,Summer,New,96.86,3,27.48
2025-02-02,Electrician,Google,Summer,New,84.5,4,197.89
2024-12-26,Electrician,Google,Winter,Returning,86.27,8,317.59
2024-05-17,Electrician,Referral,Spring,Returning,111.43,9,93.52
2024-05-07,Electrician,Flyers,Spring,New,14.88,3,44.58
2024-06-29,HVAC Repair,Flyers,Summer,New,110.69,10,88.83
2024-12-03,HVAC Repair,Flyers,Winter,New,182.02,7,220.56
2024-05-20,HVAC Repair,Yelp,Spring,New,194.03,3,122.03
2024-11-17,HVAC Repair,Google,Fall,New,75.16,5,148.76
2024-12-17,HVAC Repair,Yelp,Winter,Returning,20.27,3,63.45
2024-09-07,Electrician,Referral,Spring,Returning,50.26,2,89.58
2025-03-14,Cleaning,Yelp,Fall,New,183.05,7,111.4
2025-02-04,Electrician,Referral,Summer,New,157.97,9,242.02
2025-03-08,Plumbing,Flyers,Fall,Returning,173.37,2,93.36
2024-10-31,Cleaning,Flyers,Summer,Returning,166.76,2,66
2024-10-13,Electrician,Referral,Summer,New,196.54,9,67.07
2024-11-29,HVAC Repair,Referral,Fall,New,36.66,4,111.46
2025-04-18,Cleaning,Flyers,Winter,New,178.46,1,29.65
2024-07-17,HVAC Repair,Referral,Fall,New,33.08,10,230.52
2025-03-06,Cleaning,Yelp,Fall,Returning,53.5,3,123.72
2025-04-25,HVAC Repair,Yelp,Winter,Returning,14.29,6,106.45
2024-07-09,Electrician,Referral,Fall,Returning,71.07,5,181.76
2025-02-02,Electrician,Google,Summer,New,36.11,6,195.15
2025-02-05,HVAC Repair,Yelp,Summer,New,18.25,6,296.07
2025-01-20,Plumbing,Referral,Spring,New,47.95,6,196.54
2024-11-22,Cleaning,Yelp,Fall,Returning,22.68,8,224
2024-07-05,Cleaning,Referral,Fall,New,124.29,3,66.46
2024-11-07,Plumbing,Google,Fall,New,163.57,2,30.08
2025-03-05,Plumbing,Referral,Fall,New,133.98,1,16.21
2025-01-05,Plumbing,Referral,Spring,New,11.49,5,178.12
2025-01-17,Electrician,Flyers,Spring,New,76.44,7,90.26
2024-12-25,HVAC Repair,Referral,Winter,Returning,167.31,1,43.02
2024-12-05,Electrician,Referral,Winter,Returning,31.14,8,365.21
2024-07-20,Cleaning,Google,Fall,New,150.84,6,131.26
2024-08-12,Electrician,Referral,Winter,Returning,50.52,7,76.62
2025-04-25,Plumbing,Flyers,Winter,New,145.57,8,186.3
2025-01-11,Electrician,Referral,Spring,New,197.38,4,89.33
2025-01-23,Plumbing,Referral,Spring,Returning,30.14,3,75.65
2025-04-25,HVAC Repair,Yelp,Winter,Returning,180.79,6,192.66
2024-09-20,Cleaning,Google,Spring,Returning,176.71,9,135.99
2025-01-25,Electrician,Referral,Spring,New,112.74,2,95.9
2024-08-05,Electrician,Flyers,Winter,New,70.28,1,34.92
2025-03-07,HVAC Repair,Referral,Fall,New,74.27,4,192.09
2024-09-28,Electrician,Google,Spring,New,41.31,6,125.6
2024-08-23,Cleaning,Referral,Winter,New,143.55,10,342.09
2024-07-02,Plumbing,Flyers,Fall,Returning,120.39,1,7.05
2025-04-01,Electrician,Yelp,Winter,Returning,126.11,2,73.8
2024-12-19,Electrician,Yelp,Winter,Returning,16.74,6,122.66
2024-05-21,Cleaning,Google,Spring,Returning,22.08,4,199.67
2024-12-29,Cleaning,Referral,Winter,Returning,95,9,177.28
2025-01-21,Cleaning,Google,Spring,Returning,78.54,10,379.13
2024-10-25,HVAC Repair,Google,Summer,Returning,32.87,3,135.41
2025-04-19,HVAC Repair,Referral,Winter,New,192.28,7,86.5
2024-09-14,HVAC Repair,Flyers,Spring,New,191.42,5,248.15
2025-04-30,Cleaning,Flyers,Winter,New,39.44,8,358.69
2024-06-15,Plumbing,Yelp,Summer,Returning,189.75,6,277.13
2024-09-17,Plumbing,Google,Spring,New,141.29,9,271.52
2024-11-13,HVAC Repair,Flyers,Fall,Returning,174.78,8,227.72
2024-09-29,Electrician,Flyers,Spring,New,116.96,10,217.55
2024-05-29,Plumbing,Flyers,Spring,New,116.77,4,160.78
2024-09-12,HVAC Repair,Yelp,Spring,New,48.66,5,126.21
2025-01-19,Electrician,Referral,Spring,New,120.42,9,320.83
2024-12-19,Plumbing,Yelp,Winter,New,50.27,8,108.25
2024-12-05,HVAC Repair,Yelp,Winter,Returning,154.04,4,156.35
2024-12-31,Cleaning,Flyers,Winter,New,66.5,4,97.3
2025-01-16,HVAC Repair,Referral,Spring,Returning,71.17,2,50.38
2024-09-23,HVAC Repair,Google,Spring,Returning,112.81,8,177.67
2024-09-25,Cleaning,Flyers,Spring,Returning,49.47,5,211.07
2025-01-17,HVAC Repair,Google,Spring,Returning,22.58,3,125.3
2024-12-09,Electrician,Referral,Winter,Returning,177.71,7,251.86
2024-06-13,Cleaning,Yelp,Summer,New,93.96,5,206.4
2024-11-24,HVAC Repair,Yelp,Fall,Returning,167.04,5,232.12
2024-08-05,Electrician,Referral,Winter,New,106.14,10,381.45
2024-08-31,Plumbing,Yelp,Winter,Returning,80.97,5,66.49
2024-05-28,HVAC Repair,Flyers,Spring,New,121.77,10,333.7
2024-06-26,Cleaning,Yelp,Summer,New,108.67,8,90.18
2024-10-05,Cleaning,Flyers,Summer,New,115.76,8,95.25
2024-09-30,Electrician,Referral,Spring,Returning,31.95,4,105.88
2024-07-31,HVAC Repair,Yelp,Fall,Returning,67.19,1,30.01
2025-04-25,Electrician,Google,Winter,New,101.76,4,174.75
2025-02-27,Plumbing,Google,Summer,New,109.37,6,154.85
2025-03-06,Electrician,Google,Fall,Returning,128.48,10,134.91
2024-12-12,HVAC Repair,Flyers,Winter,New,123.28,8,297.01
2025-03-30,Cleaning,Flyers,Fall,Returning,150,10,72.17
2024-12-01,Electrician,Referral,Winter,Returning,69.64,5,230.23
2024-07-12,Plumbing,Yelp,Fall,New,81.56,8,117.97
2024-11-05,HVAC Repair,Referral,Fall,Returning,108.99,2,79.05
2024-10-13,Electrician,Yelp,Summer,New,10.57,3,57.81
2024-08-04,Cleaning,Referral,Winter,New,44.1,6,110.11
2025-04-18,Cleaning,Yelp,Winter,New,199.32,10,293.83
2024-10-12,HVAC Repair,Flyers,Summer,Returning,153.78,6,140.31
2024-09-13,HVAC Repair,Flyers,Spring,New,96.27,5,70.34
2024-07-05,Plumbing,Google,Fall,Returning,49.47,6,272.9
2025-03-11,Plumbing,Flyers,Fall,New,135.84,1,47.82
2025-01-05,Cleaning,Yelp,Spring,Returning,96.65,8,160.07
2024-12-28,Plumbing,Flyers,Winter,Returning,120.2,10,417.93
2024-10-26,Plumbing,Referral,Summer,New,13.37,10,492.69
2024-06-19,HVAC Repair,Flyers,Summer,Returning,170.27,3,89.62
2024-09-03,HVAC Repair,Referral,Spring,New,123.38,9,293.43
2024-10-12,Cleaning,Referral,Summer,Returning,197.6,3,64.24
2024-09-27,Electrician,Referral,Spring,Returning,143.88,1,26.03
2024-10-12,HVAC Repair,Referral,Summer,New,12.4,1,32.53
2024-10-04,HVAC Repair,Referral,Summer,Returning,70.24,6,293.8
2024-11-05,Plumbing,Yelp,Fall,New,56.18,1,22.09
2024-07-01,HVAC Repair,Flyers,Fall,Returning,176.56,9,304.06
2024-09-26,Electrician,Yelp,Spring,New,61.01,1,25.57
2025-04-07,Electrician,Yelp,Winter,Returning,65.09,8,67.44
2024-09-07,Plumbing,Yelp,Spring,Returning,65.79,6,296.81
2024-07-19,HVAC Repair,Yelp,Fall,Returning,87.09,1,20.36
2025-03-10,Cleaning,Google,Fall,New,121.26,1,47.62
2024-05-25,Cleaning,Google,Spring,New,50.54,8,99.14
2025-02-03,Electrician,Referral,Summer,New,199.16,5,243.56
2024-11-02,Cleaning,Yelp,Fall,New,69.88,4,194.48
2024-08-05,HVAC Repair,Flyers,Winter,New,160.14,1,27.76
2024-10-23,Cleaning,Google,Summer,New,185.23,8,98.2
2024-09-24,Electrician,Referral,Spring,Returning,15.5,6,240.1
2024-08-23,Electrician,Yelp,Winter,Returning,179.99,7,197.79
2024-10-22,Electrician,Google,Summer,New,172.2,8,355.93
2025-02-24,HVAC Repair,Flyers,Summer,New,122.87,1,19
2025-03-06,Plumbing,Flyers,Fall,Returning,151.95,5,95.38
2025-02-05,Plumbing,Flyers,Summer,Returning,177.94,7,116.09
2024-11-12,HVAC Repair,Yelp,Fall,New,61.62,10,405.01
2024-11-01,Cleaning,Google,Fall,Returning,157.93,2,36.14
2025-03-19,Cleaning,Yelp,Fall,Returning,48.33,1,43.54
2024-08-11,HVAC Repair,Google,Winter,New,158.35,5,183.89
2024-06-20,HVAC Repair,Flyers,Summer,Returning,115.09,10,419.14
2025-04-10,HVAC Repair,Yelp,Winter,Returning,68.61,7,287.48
2025-03-11,HVAC Repair,Referral,Fall,New,22.77,7,306.61
2024-08-24,Cleaning,Flyers,Winter,New,107.12,8,186.81
2024-08-15,HVAC Repair,Referral,Winter,New,30.44,7,260.08
2025-04-13,HVAC Repair,Referral,Winter,Returning,30.88,3,34.85
2024-07-09,Cleaning,Google,Fall,Returning,14.41,1,22.6
2024-08-27,Electrician,Google,Winter,New,117.53,8,114.15
2024-06-14,HVAC Repair,Referral,Summer,New,34.46,2,33.68
2024-07-03,HVAC Repair,Yelp,Fall,Returning,145.25,10,242.24
2025-02-21,Cleaning,Flyers,Summer,New,102.16,8,128.42
2025-01-11,HVAC Repair,Yelp,Spring,Returning,130.22,7,278.84
2025-02-03,HVAC Repair,Google,Summer,Returning,174.53,10,192.14
2024-07-09,Electrician,Referral,Fall,Returning,111.62,10,279.12
2024-12-05,HVAC Repair,Flyers,Winter,New,27.57,6,275.84
2025-01-29,Plumbing,Referral,Spring,Returning,186.84,6,180.12
2025-03-20,Plumbing,Google,Fall,Returning,190.07,8,74.22
2025-04-02,HVAC Repair,Google,Winter,Returning,10.69,5,197.21
2024-12-18,HVAC Repair,Google,Winter,New,170.46,8,278.81
2025-03-29,Plumbing,Referral,Fall,New,124.81,5,94.27
2024-07-31,Plumbing,Flyers,Fall,New,143.36,9,142.93
2025-02-19,Cleaning,Referral,Summer,Returning,40.79,6,241.1
2024-06-10,HVAC Repair,Referral,Summer,New,84.86,9,147.04
2024-12-25,HVAC Repair,Yelp,Winter,Returning,83.82,5,188.22
2025-04-04,HVAC Repair,Flyers,Winter,Returning,114.19,2,99.8
2025-02-10,Cleaning,Yelp,Summer,New,103.99,8,136.71
2024-07-29,HVAC Repair,Google,Fall,Returning,134.36,6,273.58
2024-11-08,Cleaning,Google,Fall,New,107.63,6,44.56
2024-10-11,Cleaning,Flyers,Summer,Returning,89.21,6,90
2024-07-18,Plumbing,Google,Fall,Returning,54.97,2,95.22
2024-11-10,Electrician,Referral,Fall,Returning,63.74,6,153.58
2024-11-19,Plumbing,Flyers,Fall,New,108.29,2,49.59
2025-02-16,Electrician,Referral,Summer,New,101.88,2,56.14
2024-12-17,HVAC Repair,Google,Winter,Returning,32.84,2,43.87
2024-09-05,Plumbing,Yelp,Spring,New,102.3,10,310.08
2024-10-09,Electrician,Yelp,Summer,New,180.37,7,142.07
2024-11-27,HVAC Repair,Yelp,Fall,Returning,10.25,3,71.39
2024-07-15,Cleaning,Referral,Fall,New,16.75,2,25.42
2024-06-30,HVAC Repair,Flyers,Summer,New,186.05,8,103.09
2024-10-13,Plumbing,Referral,Summer,New,177.2,2,34.43
2024-10-10,Cleaning,Flyers,Summer,New,132.9,6,180.11
2025-02-05,Cleaning,Flyers,Summer,New,21.09,9,417.82
2024-11-16,Electrician,Referral,Fall,New,118.68,10,481.94
2024-05-08,Electrician,Google,Spring,New,178.72,9,409.81
2024-12-05,HVAC Repair,Google,Winter,Returning,76.69,9,363.2
2024-12-07,Plumbing,Referral,Winter,Returning,121.57,6,242.27
2025-03-20,Plumbing,Flyers,Fall,Returning,82.8,3,137.43
2025-01-15,Cleaning,Referral,Spring,Returning,75.23,7,176.62
2025-04-21,Plumbing,Referral,Winter,New,101.29,4,185.34
2024-08-20,Electrician,Google,Winter,New,169.51,8,142.35
2024-09-03,HVAC Repair,Google,Spring,New,100.82,9,107.26
2025-03-17,Electrician,Google,Fall,New,122.82,1,13.31
2024-10-21,Plumbing,Referral,Summer,New,154.79,6,75.48
2025-02-08,HVAC Repair,Flyers,Summer,New,66.35,7,273.59
2025-01-06,Plumbing,Yelp,Spring,New,12.26,5,180.8
2024-06-15,Cleaning,Flyers,Summer,New,16.86,6,107.56
2024-12-17,Electrician,Yelp,Winter,New,127.86,10,331.61
2024-05-06,Electrician,Yelp,Spring,New,105.3,7,221.86
2025-01-17,HVAC Repair,Google,Spring,Returning,91.79,7,165
2025-04-02,HVAC Repair,Referral,Winter,Returning,130.96,4,79.5
2025-04-04,HVAC Repair,Referral,Winter,New,153.49,9,180.57
2025-02-16,Cleaning,Yelp,Summer,New,181.49,5,166.85
2024-08-09,Cleaning,Flyers,Winter,New,143.36,10,164.91
2025-04-18,HVAC Repair,Google,Winter,Returning,69.3,5,53.27
2024-08-07,Cleaning,Referral,Winter,New,124.95,10,162.41
2024-11-19,Cleaning,Google,Fall,New,157.25,5,101.08
2024-07-08,HVAC Repair,Referral,Fall,New,72.14,1,39.54
2024-06-26,Cleaning,Referral,Summer,New,95.82,9,95
2024-10-10,Electrician,Referral,Summer,New,45.2,1,23.34
2024-09-21,HVAC Repair,Referral,Spring,New,197.3,1,14.47
2024-09-12,Cleaning,Yelp,Spring,Returning,191.65,5,177.41
2024-10-14,HVAC Repair,Yelp,Summer,New,170.16,9,431.98
2024-09-15,Cleaning,Referral,Spring,Returning,137.31,8,290.62
2024-08-19,Electrician,Yelp,Winter,Returning,147.44,7,222.12
2025-03-24,Electrician,Yelp,Fall,New,81.92,5,32.57
2024-09-25,Plumbing,Google,Spring,Returning,183.83,10,374.74
2024-12-25,Plumbing,Referral,Winter,Returning,175.33,9,446.24
2025-02-22,HVAC Repair,Referral,Summer,Returning,115.67,2,62.64
2024-09-12,HVAC Repair,Flyers,Spring,New,15.57,8,324.79
2024-10-14,Cleaning,Yelp,Summer,Returning,22.08,10,136.72
2024-05-19,Cleaning,Yelp,Spring,New,77.18,10,347.57
2024-06-22,Electrician,Yelp,Summer,Returning,119.61,7,243.89
2024-07-22,Electrician,Google,Fall,Returning,151.03,5,58.26
2024-12-23,HVAC Repair,Google,Winter,Returning,138.42,1,16.65
2025-02-14,Electrician,Flyers,Summer,Returning,105.17,5,44.26
2024-08-08,Electrician,Yelp,Winter,New,24.96,5,114.87
2024-06-14,Plumbing,Yelp,Summer,Returning,52.04,3,44.62
2024-08-23,Electrician,Flyers,Winter,New,21.22,8,242.73
2024-12-12,HVAC Repair,Flyers,Winter,Returning,169.58,6,220.95
2024-05-25,Electrician,Google,Spring,New,151.71,4,160.82
2025-01-30,HVAC Repair,Yelp,Spring,New,147.57,6,249
2025-01-13,Cleaning,Referral,Spring,New,130.13,10,455.03
2024-11-21,Cleaning,Flyers,Fall,New,62.92,2,60.74
2025-03-26,HVAC Repair,Google,Fall,New,170.48,6,146.37
2024-10-03,Cleaning,Flyers,Summer,New,147.08,9,232.61
2025-04-06,Electrician,Google,Winter,Returning,153.8,5,108.72
2024-07-09,Electrician,Referral,Fall,New,70.62,6,197.62
2024-12-22,HVAC Repair,Google,Winter,Returning,74.49,9,362.57
2024-06-11,HVAC Repair,Yelp,Summer,Returning,147.82,7,231.8
2025-04-14,Cleaning,Yelp,Winter,Returning,158.43,2,69.88
2025-03-05,Electrician,Flyers,Fall,New,56.21,9,107.81
2024-05-22,Electrician,Google,Spring,Returning,50.54,7,331.75
2024-10-08,Electrician,Flyers,Summer,Returning,197.24,5,121.53
2025-04-16,Electrician,Google,Winter,Returning,41.5,4,170.31
2024-12-12,Electrician,Google,Winter,New,148.01,2,68.18
2024-05-12,Electrician,Yelp,Spring,New,112.58,6,287.84
